,DATE (LT),REGION,COUNTRY,INCIDENT TYPE,VESSEL TYPE,MAERSK?,VESSEL ACTIVITY LOCATION,LAT,LONG,TIME OF DAY,ATTACKS,ATTACK SUCCESS,YEAR,MONTH,WEEK,DAY,WEEKDAY,YEAR_MONTH,X,Y,datestring,color,REGION_NR
348,2015-08-06,South East Asia,Malaysia,Theft at sea,Tug,0,Off shore,1.08333333333333,103.733333333333,Evening,1,1,2015,8,32,6,3,2015-08,11547541.84495554,120603.30123485519,2015-08-06,#fdbf6f,6
349,2015-08-06,Eastern Mediterranean,Bahrain,Other maritime risk,Fishing vessel,0,Off shore,26.436065000000006,50.875671111111096,Unknown,1,1,2015,8,32,6,3,2015-08,5663453.801854946,3053190.4736717558,2015-08-06,#fdbf6f,2
347,2015-08-06,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.045,103.641666666667,Evening,1,1,2015,8,32,6,3,2015-08,11537337.558299566,116335.31787854778,2015-08-06,#fdbf6f,6
350,2015-08-06,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,1.075,103.541333333333,Unknown,1,1,2015,8,32,6,3,2015-08,11526168.502723232,119675.47423875701,2015-08-06,#fdbf6f,6
346,2015-08-07,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.5,6.41666666666667,Evening,1,1,2015,8,32,7,4,2015-08,714300.0659235057,501453.5101383213,2015-08-07,#fdbf6f,7
345,2015-08-08,South East Asia,Malaysia,Hijacking at sea,Product tanker,0,Off shore,2.56666666666667,101.43666666666701,Evening,1,1,2015,8,32,8,5,2015-08,11291878.081100399,285815.63587224856,2015-08-08,#fdbf6f,6
344,2015-08-09,South East Asia,Indonesia,Armed robbery at anchorage,Bulk carrier,0,Anchorage,-2.2933333333333303,114.47,Unknown,1,1,2015,8,32,9,6,2015-08,12742742.111106025,-255360.8935254474,2015-08-09,#fdbf6f,6
343,2015-08-09,South East Asia,Indonesia,Armed robbery at sea,Crude oil tanker,0,Off shore,1.08833333333333,103.615,Night,1,1,2015,8,32,9,6,2015-08,11534369.03854504,121159.99865614266,2015-08-09,#fdbf6f,6
342,2015-08-10,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.09666666666667,103.56166666666701,Morning,1,1,2015,8,33,10,0,2015-08,11528431.999036105,122087.82974462581,2015-08-10,#fdbf6f,6
341,2015-08-12,South East Asia,Indonesia,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.12333333333333,103.51833333333299,Night,1,0,2015,8,33,12,2,2015-08,11523608.154434986,125056.90668417567,2015-08-12,#1f78b4,6
340,2015-08-12,South East Asia,Indonesia,Theft at anchorage,Product tanker,0,Off shore,4.0,98.75,Morning,1,1,2015,8,33,12,2,2015-08,10992799.715835765,445640.1096560266,2015-08-12,#fdbf6f,6
339,2015-08-13,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Off shore,1.12333333333333,103.5,Morning,1,0,2015,8,33,13,3,2015-08,11521567.297103815,125056.90668417567,2015-08-13,#1f78b4,6
334,2015-08-15,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Off shore,1.26,104.13,Morning,1,0,2015,8,33,15,5,2015-08,11591698.576303577,140273.86517694104,2015-08-15,#1f78b4,6
338,2015-08-15,South East Asia,Malaysia,Hijacking at sea,Fishing vessel,0,Off shore,6.3022275,99.24656361111107,Unknown,1,1,2015,8,33,15,5,2015-08,11048076.924171118,702979.7260374078,2015-08-15,#fdbf6f,6
336,2015-08-15,South East Asia,Singapore,Armed robbery at sea,Container ship,0,Off shore,1.06333333333333,103.608833333333,Night,1,1,2015,8,33,15,5,2015-08,11533682.568351777,118376.52069393307,2015-08-15,#fdbf6f,6
337,2015-08-15,West Africa,Nigeria,"Failed attack, robbery",General cargo vessel,0,Berth,6.442745277777782,3.38454888888889,Night,1,0,2015,8,33,15,5,2015-08,376766.2588760511,718719.3474151394,2015-08-15,#1f78b4,7
335,2015-08-15,South East Asia,Vietnam,Theft at anchorage,Bulk carrier,0,Anchorage,10.24,107.06,Night,1,1,2015,8,33,15,5,2015-08,11917864.684327869,1146028.9034415334,2015-08-15,#fdbf6f,6
333,2015-08-16,Americas,Venezuela,Theft at anchorage,General cargo vessel,0,Anchorage,10.2733333333333,-63.435,Morning,1,1,2015,8,33,16,6,2015-08,-7061551.898471309,1149799.8123666293,2015-08-16,#fdbf6f,0
332,2015-08-17,West Africa,Nigeria,"Failed attack, robbery",Supply vessel,0,Berth,4.68333333333333,7.16666666666667,Night,1,0,2015,8,34,17,0,2015-08,797789.6840184609,521927.80385198584,2015-08-17,#1f78b4,7
328,2015-08-18,East Africa,Djibouti,Suspicious activity at sea,Merchant vessel,0,Off shore,12.6333333333333,43.35,Afternoon,1,0,2015,8,34,18,1,2015-08,4825699.925888409,1417872.0965682424,2015-08-18,#1f78b4,1
331,2015-08-18,South East Asia,China,Armed robbery at sea,Fishing vessel,0,Off shore,15.983662222222199,111.852035277778,Unknown,1,1,2015,8,34,18,1,2015-08,12451311.611313518,1802830.837362307,2015-08-18,#fdbf6f,6
330,2015-08-18,Eastern Mediterranean,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Berth,14.843959444444401,42.93143027777779,Unknown,1,1,2015,8,34,18,1,2015-08,4779104.957549151,1671223.5607230146,2015-08-18,#fdbf6f,2
329,2015-08-18,West Africa,Congo,"Failed attack, robbery",Bulk carrier,0,Anchorage,-4.12333333333333,13.028333333333302,Night,1,0,2015,8,34,18,1,2015-08,1450307.4325516957,-459404.0858756619,2015-08-18,#1f78b4,7
327,2015-08-20,East Africa,Somalia,Other maritime risk,Unknown vessel type,0,Off shore,13.3,58.9666666666667,Night,1,1,2015,8,34,20,3,2015-08,6564139.307110035,1494027.4564185014,2015-08-20,#fdbf6f,1
326,2015-08-20,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.06666666666667,103.6,Night,1,1,2015,8,34,20,3,2015-08,11532699.24618314,118747.6497748702,2015-08-20,#fdbf6f,6
325,2015-08-20,South East Asia,Philippines,"Failed attack, robbery",Product tanker,0,Berth,7.17642166666667,125.656179722222,Morning,1,0,2015,8,34,20,3,2015-08,13987981.941705823,800972.6436283316,2015-08-20,#1f78b4,6
323,2015-08-21,South East Asia,Singapore,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.17666666666667,103.445,Night,1,0,2015,8,34,21,4,2015-08,11515444.725110183,130995.14249607109,2015-08-21,#1f78b4,6
322,2015-08-21,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.12,103.496666666667,Night,1,0,2015,8,34,21,4,2015-08,11521196.23213454,124685.77059809837,2015-08-21,#1f78b4,6
321,2015-08-21,South East Asia,Indonesia,Theft at sea,Container ship,0,Off shore,1.16666666666667,103.483333333333,Night,1,1,2015,8,34,21,4,2015-08,11519711.972257223,129881.71478843794,2015-08-21,#fdbf6f,6
320,2015-08-21,South East Asia,Indonesia,"Failed attack, robbery",Container ship,1,Off shore,1.168,103.502833333333,Night,1,0,2015,8,34,21,4,2015-08,11521882.702327691,130030.17158672439,2015-08-21,#1f78b4,6
319,2015-08-21,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.1,103.733333333333,Evening,1,0,2015,8,34,21,4,2015-08,11547541.84495554,122458.96290223509,2015-08-21,#1f78b4,6
318,2015-08-21,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.06783333333333,103.693,Evening,1,0,2015,8,34,21,4,2015-08,11543051.958826916,118877.54504810738,2015-08-21,#1f78b4,6
324,2015-08-21,Americas,Colombia,Theft at anchorage,Chemical tanker,0,Anchorage,3.82966666666667,-76.84666666666669,Night,1,1,2015,8,34,21,4,2015-08,-8554531.802493766,426634.3353035065,2015-08-21,#fdbf6f,0
317,2015-08-22,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Off shore,1.12116666666667,103.528,Night,1,0,2015,8,34,22,5,2015-08,11524684.242846027,124815.66818014516,2015-08-22,#1f78b4,6
316,2015-08-22,South East Asia,Singapore,Armed robbery at sea,Product tanker,0,Off shore,1.17333333333333,103.83,Night,1,1,2015,8,34,22,5,2015-08,11558302.729065595,130623.99948503997,2015-08-22,#fdbf6f,6
315,2015-08-23,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.9787802777778,89.5241691666667,Unknown,1,1,2015,8,34,23,6,2015-08,9965784.92532422,2508977.7443953003,2015-08-23,#fdbf6f,5
314,2015-08-24,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Anchorage,3.3861666666666697,99.4583333333333,Night,1,0,2015,8,35,24,0,2015-08,11071651.02181433,377165.9727370557,2015-08-24,#1f78b4,6
313,2015-08-24,South East Asia,Indonesia,Theft at berth,Product tanker,1,Berth,3.38333333333333,99.45,Unknown,1,1,2015,8,35,24,0,2015-08,11070723.359391058,376850.0163517455,2015-08-24,#fdbf6f,6
312,2015-08-24,South Asia,Bangladesh,Armed robbery at sea,Fishing vessel,0,Off shore,21.598704444444397,91.14257805555559,Evening,1,1,2015,8,35,24,0,2015-08,10145945.378730638,2463412.5613670438,2015-08-24,#fdbf6f,5
311,2015-08-25,South East Asia,Singapore,"Failed attack, robbery",Tanker,0,Off shore,1.05169888888889,103.666305555556,Unknown,1,0,2015,8,35,25,1,2015-08,11540080.3468644,117081.15962404964,2015-08-25,#1f78b4,6
310,2015-08-25,South Asia,Bangladesh,"Failed attack, robbery",Unknown vessel type,0,Off shore,21.904225555555602,89.0733791666667,Unknown,1,0,2015,8,35,25,1,2015-08,9915603.212069519,2500030.245250629,2015-08-25,#1f78b4,5
309,2015-08-25,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.8895722222222,89.3645166666667,Morning,1,1,2015,8,35,25,1,2015-08,9948012.490320345,2498272.2129300707,2015-08-25,#fdbf6f,5
308,2015-08-26,West Africa,Nigeria,Kidnap/ransom at sea,Passenger vessel,0,Off shore,4.5,6.25,Afternoon,1,1,2015,8,35,26,2,2015-08,695746.8174579598,501453.5101383213,2015-08-26,#fdbf6f,7
307,2015-08-28,Americas,Colombia,Theft at anchorage,Chemical tanker,0,Anchorage,3.83633333333333,-76.84666666666669,Night,1,1,2015,8,35,28,4,2015-08,-8554531.802493766,427378.1290110666,2015-08-28,#fdbf6f,0
306,2015-08-28,West Africa,Nigeria,"Failed attack, robbery",Passenger vessel,0,Off shore,4.56068222222222,6.965331944444442,Morning,1,0,2015,8,35,28,4,2015-08,775377.2052616774,508229.79605361016,2015-08-28,#1f78b4,7
305,2015-08-29,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.17133333333333,103.454166666667,Night,1,1,2015,8,35,29,5,2015-08,11516465.153775828,130401.31389077788,2015-08-29,#fdbf6f,6
304,2015-08-29,East Africa,Somalia,Suspicious activity at sea,Merchant vessel,0,Off shore,12.066666666666698,44.7666666666667,Afternoon,1,0,2015,8,35,29,5,2015-08,4983402.537845551,1353296.4441287562,2015-08-29,#1f78b4,1
303,2015-09-01,South East Asia,Malaysia,Armed robbery at sea,Fishing vessel,0,Off shore,6.248616111111112,118.14491277777799,Evening,1,1,2015,9,36,1,1,2015-09,13151831.530237967,696975.7571413694,2015-09-01,#fdbf6f,6
302,2015-09-01,South East Asia,Singapore,Suspicious activity at sea,Tug,0,Off shore,1.11787944444444,103.703430277778,Unknown,1,0,2015,9,36,1,1,2015-09,11544213.052037995,124449.66641110838,2015-09-01,#1f78b4,6
301,2015-09-04,West Africa,Nigeria,Other maritime risk,Other,0,Unknown,4.13632555555556,5.830993611111111,Afternoon,1,1,2015,9,36,4,4,2015-09,649103.2396077204,460854.1386120906,2015-09-04,#fdbf6f,7
300,2015-09-04,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.145,103.48166666666701,Evening,1,1,2015,9,36,4,4,2015-09,11519526.439772641,127469.30161976442,2015-09-04,#fdbf6f,6
299,2015-09-05,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.16,103.476666666667,Unknown,1,0,2015,9,36,5,5,2015-09,11518969.842318676,129139.43185073347,2015-09-05,#1f78b4,6
298,2015-09-06,South East Asia,Singapore,Theft at anchorage,Crude oil tanker,0,Anchorage,1.275,103.99,Morning,1,1,2015,9,36,6,6,2015-09,11576113.847592518,141944.0662126295,2015-09-06,#fdbf6f,6
297,2015-09-06,West Africa,Congo,Armed robbery at anchorage,Bulk carrier,0,Off shore,-5.99933333333333,12.6928333333333,Evening,1,1,2015,9,36,6,6,2015-09,1412959.7433905522,-669066.4353100938,2015-09-06,#fdbf6f,7
296,2015-09-08,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.18333333333333,103.416666666667,Night,1,0,2015,9,37,8,1,2015-09,11512290.67287108,131737.4298498769,2015-09-08,#1f78b4,6
294,2015-09-09,South East Asia,Indonesia,Armed robbery at sea,Container ship,0,Off shore,1.11666666666667,103.516666666667,Night,1,1,2015,9,37,9,2,2015-09,11523422.621950407,124314.63493414599,2015-09-09,#fdbf6f,6
293,2015-09-09,South East Asia,Singapore,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.09866666666667,103.572,Morning,1,0,2015,9,37,9,2,2015-09,11529582.30044093,122310.50958951275,2015-09-09,#1f78b4,6
295,2015-09-09,South East Asia,Indonesia,"Failed attack, robbery",Tanker,0,Off shore,1.13866666666667,103.571166666667,Night,1,0,2015,9,37,9,2,2015-09,11529489.53419864,126764.13815270746,2015-09-09,#1f78b4,6
289,2015-09-12,South East Asia,Vietnam,Anti-piracy/naval operation,Fishing vessel,0,Off shore,7.45086833333333,103.260726944444,Afternoon,1,0,2015,9,37,12,5,2015-09,11494931.542398771,831774.5364372509,2015-09-12,#1f78b4,6
292,2015-09-12,South East Asia,Indonesia,Armed robbery at berth,Tug,0,Berth,1.069,103.903833333333,Unknown,1,1,2015,9,37,12,5,2015-09,11566521.818135794,119007.44037064616,2015-09-12,#fdbf6f,6
291,2015-09-12,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.17405888888889,103.422042777778,Night,1,0,2015,9,37,12,5,2015-09,11512889.138822405,130704.78490941117,2015-09-12,#1f78b4,6
290,2015-09-12,South East Asia,Vietnam,Theft at anchorage,General cargo vessel,0,Anchorage,10.250166666666699,107.0585,Night,1,1,2015,9,37,12,5,2015-09,11917697.705091678,1147178.9885989937,2015-09-12,#fdbf6f,6
288,2015-09-16,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.1,103.516666666667,Night,1,1,2015,9,38,16,2,2015-09,11523422.621950407,122458.96290223509,2015-09-16,#fdbf6f,6
287,2015-09-16,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.12048833333333,103.49020388888901,Night,1,1,2015,9,38,16,2,2015-09,11520476.799003186,124740.14200828786,2015-09-16,#fdbf6f,6
286,2015-09-16,South East Asia,Vietnam,Theft at anchorage,Bulk carrier,0,Anchorage,10.2333333333333,107.03333333333299,Morning,1,1,2015,9,38,16,2,2015-09,11914896.164573343,1145274.7692550726,2015-09-16,#fdbf6f,6
285,2015-09-17,South East Asia,Indonesia,Theft at sea,Tug,0,Off shore,1.20931527777778,104.0705025,Unknown,1,1,2015,9,38,17,3,2015-09,11585075.344900105,134630.35728609876,2015-09-17,#fdbf6f,6
284,2015-09-17,North Africa,Libya,Other maritime risk,Product tanker,0,Unknown,32.3463172222222,15.252674166666699,Unknown,1,1,2015,9,38,17,3,2015-09,1697919.921469055,3808856.488081236,2015-09-17,#fdbf6f,3
283,2015-09-17,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Unknown,1.23166666666667,1.8466666666666696,Afternoon,1,1,2015,9,38,17,3,2015-09,205569.99299824552,137119.06714563564,2015-09-17,#fdbf6f,7
282,2015-09-17,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Unknown,1.30666666666667,1.874,Afternoon,1,1,2015,9,38,17,3,2015-09,208612.7257465947,145470.07827533208,2015-09-17,#fdbf6f,7
281,2015-09-18,South Asia,Bangladesh,Armed robbery at sea,Fishing vessel,0,Off shore,21.7845925,91.8824677777778,Unknown,1,1,2015,9,38,18,4,2015-09,10228309.525851592,2485682.554101344,2015-09-18,#fdbf6f,5
280,2015-09-18,East Africa,Kenya,Other maritime risk,Other,0,Berth,-3.922015,39.6830519444444,Unknown,1,1,2015,9,38,18,4,2015-09,4417497.135578576,-436938.071861305,2015-09-18,#fdbf6f,1
278,2015-09-18,South East Asia,Philippines,Theft at berth,Product tanker,0,Berth,13.674333333333301,121.051666666667,Morning,1,1,2015,9,38,18,4,2015-09,13475409.89301046,1536879.9122527053,2015-09-18,#fdbf6f,6
277,2015-09-19,South East Asia,Indonesia,Armed robbery at anchorage,Crude oil tanker,0,Anchorage,1.121,103.557166666667,Night,1,1,2015,9,38,19,5,2015-09,11527931.061327534,124797.11137954188,2015-09-19,#fdbf6f,6
276,2015-09-20,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.185,103.416666666667,Night,1,1,2015,9,38,20,6,2015-09,11512290.67287108,131923.00196669233,2015-09-20,#fdbf6f,6
275,2015-09-20,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.06666666666667,103.683333333333,Evening,1,0,2015,9,38,20,6,2015-09,11541975.870415878,118747.6497748702,2015-09-20,#1f78b4,6
274,2015-09-21,South East Asia,Philippines,Kidnap/ransom at berth,Unknown vessel type,0,Berth,7.1974888888888895,125.70982861111099,Unknown,1,1,2015,9,39,21,0,2015-09,13993954.108698567,803336.4076884905,2015-09-21,#fdbf6f,6
273,2015-09-24,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,6.5243791666666695,3.37920583333333,Unknown,1,1,2015,9,39,24,3,2015-09,376171.472652326,727865.2858978228,2015-09-24,#fdbf6f,7
272,2015-09-25,South East Asia,Indonesia,Theft at anchorage,Product tanker,1,Anchorage,3.935,98.76,Morning,1,1,2015,9,39,25,4,2015-09,10993912.910743698,438386.95988376386,2015-09-25,#fdbf6f,6
271,2015-09-28,Americas,Trinidad And Tobago,Armed robbery at sea,Fishing vessel,0,Off shore,11.0006663888889,-60.3598613888889,Morning,1,1,2015,9,40,28,0,2015-09,-6719229.034163686,1232182.3724971772,2015-09-28,#fdbf6f,0
270,2015-09-29,South East Asia,Vietnam,Armed robbery at sea,Fishing vessel,0,Off shore,16.44952,111.695938055556,Morning,1,1,2015,9,40,29,1,2015-09,12433934.948021522,1856838.8806650392,2015-09-29,#fdbf6f,6
269,2015-09-29,South East Asia,Indonesia,Armed robbery at anchorage,Product tanker,0,Anchorage,1.7016666666666698,101.508833333333,Night,1,1,2015,9,40,29,1,2015-09,11299911.637685904,189456.52124263058,2015-09-29,#fdbf6f,6
268,2015-09-30,South East Asia,Vietnam,Armed robbery at berth,Container ship,0,Berth,10.7683333333333,106.735,Night,1,1,2015,9,40,30,2,2015-09,11881685.849820055,1205845.3485553944,2015-09-30,#fdbf6f,6
267,2015-09-30,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Off shore,3.70883333333333,4.72533333333333,Afternoon,1,1,2015,9,40,30,2,2015-09,526021.7004951483,413154.0683925209,2015-09-30,#fdbf6f,7
266,2015-10-01,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Unknown,4.11733333333333,4.7086666666666686,Morning,1,1,2015,10,40,1,3,2015-10,524166.3756485944,458734.43812342035,2015-10-01,#fdbf6f,7
265,2015-10-01,South East Asia,Malaysia,Theft at anchorage,Product tanker,0,Anchorage,5.81666666666667,118.092333333333,Evening,1,1,2015,10,40,1,3,2015-10,13145978.413256155,648623.4825294665,2015-10-01,#fdbf6f,6
264,2015-10-03,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Anchorage,6.11933333333333,3.3575,Unknown,1,1,2015,10,40,3,5,2015-10,373755.19033841597,682499.8275000186,2015-10-03,#fdbf6f,7
263,2015-10-05,South East Asia,Indonesia,Theft at anchorage,General cargo vessel,0,Anchorage,-5.97866666666667,106.892,Night,1,1,2015,10,41,5,0,2015-10,11899163.009874599,-666753.2067591097,2015-10-05,#fdbf6f,6
262,2015-10-05,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Anchorage,3.93333333333333,98.8175,Morning,1,0,2015,10,41,5,0,2015-10,11000313.78146431,438200.9891670141,2015-10-05,#1f78b4,6
261,2015-10-06,South East Asia,Malaysia,Theft at anchorage,Product tanker,0,Anchorage,5.82166666666667,118.151666666667,Night,1,1,2015,10,41,6,1,2015-10,13152583.369709967,649182.9630720774,2015-10-06,#fdbf6f,6
260,2015-10-08,East Africa,Somalia,Notice,Unknown vessel type,0,Unknown,8.71384472222222,59.1288766666667,Unknown,1,0,2015,10,41,8,3,2015-10,6582196.441711612,973781.9459388629,2015-10-08,#1f78b4,1
259,2015-10-09,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.065,103.623333333333,Evening,1,1,2015,10,41,9,4,2015-10,11535296.70096828,118562.08518422795,2015-10-09,#fdbf6f,6
258,2015-10-09,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.08666666666667,103.583333333333,Night,1,1,2015,10,41,9,4,2015-10,11530843.92133655,120974.43274671165,2015-10-09,#fdbf6f,6
257,2015-10-10,Eastern Mediterranean,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Off shore,12.583333055555599,43.3333330555556,Unknown,1,1,2015,10,41,10,5,2015-10,4823844.570119779,1412168.5500270983,2015-10-10,#fdbf6f,2
256,2015-10-10,South East Asia,Philippines,"Failed attack, robbery",General cargo vessel,0,Off shore,5.4565,125.53333333333299,Morning,1,0,2015,10,41,10,5,2015-10,13974306.744248904,608335.0462950299,2015-10-10,#1f78b4,6
255,2015-10-11,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.98333333333333,6.31666666666667,Unknown,1,1,2015,10,41,11,6,2015-10,703168.1168441784,555442.8690605033,2015-10-11,#fdbf6f,7
254,2015-10-12,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.528294166666694,89.9742877777778,Morning,1,1,2015,10,42,12,0,2015-10,10015891.899909683,2454984.6626790133,2015-10-12,#fdbf6f,5
252,2015-10-13,West Africa,Nigeria,Suspicious activity at sea,Unknown vessel type,0,Off shore,5.38333333333333,4.5,Morning,1,0,2015,10,42,13,1,2015-10,500937.70856973104,600153.5919382141,2015-10-13,#1f78b4,7
253,2015-10-13,North Africa,Libya,Other maritime risk,Unknown vessel type,0,Unknown,32.0681758333333,23.941751111111106,Unknown,1,1,2015,10,42,13,1,2015-10,2665183.54238818,3772263.0954111223,2015-10-13,#fdbf6f,3
247,2015-10-15,South East Asia,Malaysia,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.25966666666667,103.445166666667,Morning,1,0,2015,10,42,15,3,2015-10,11515463.278358689,140236.74970802726,2015-10-15,#1f78b4,6
251,2015-10-15,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.11666666666667,103.5,Night,1,0,2015,10,42,15,3,2015-10,11521567.297103815,124314.63493414599,2015-10-15,#1f78b4,6
249,2015-10-15,South East Asia,Indonesia,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.18166666666667,103.44,Night,1,0,2015,10,42,15,3,2015-10,11514888.127656218,131551.85784456474,2015-10-15,#1f78b4,6
248,2015-10-15,South East Asia,Indonesia,"Failed attack, robbery",Gas tanker,0,Off shore,1.212,103.441833333333,Night,1,0,2015,10,42,15,3,2015-10,11515092.213389302,134929.28592646818,2015-10-15,#1f78b4,6
250,2015-10-15,South East Asia,Indonesia,Armed robbery at anchorage,Gas tanker,0,Off shore,1.12333333333333,103.528333333333,Night,1,1,2015,10,42,15,3,2015-10,11524721.34934292,125056.90668417567,2015-10-15,#fdbf6f,6
246,2015-10-16,South East Asia,Indonesia,Armed robbery at sea,General cargo vessel,0,Off shore,1.05066666666667,103.624666666667,Night,1,1,2015,10,42,16,4,2015-10,11535445.12695608,116966.2338305468,2015-10-16,#fdbf6f,6
245,2015-10-16,South East Asia,Indonesia,"Failed attack, robbery",Gas tanker,0,Off shore,1.0395,103.6525,Night,1,0,2015,10,42,16,4,2015-10,11538543.51944979,115722.95936661302,2015-10-16,#1f78b4,6
244,2015-10-18,South East Asia,Vietnam,"Failed attack, robbery",Crude oil tanker,0,Anchorage,10.1116666666667,107.115,Morning,1,0,2015,10,42,18,6,2015-10,11923987.256321497,1131514.5919100088,2015-10-18,#1f78b4,6
243,2015-10-19,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,3.9215,5.425,Evening,1,1,2015,10,43,19,0,2015-10,603908.2375535091,436880.6077643961,2015-10-19,#fdbf6f,7
240,2015-10-20,South East Asia,Indonesia,Armed robbery at sea,Tug,0,Off shore,0.591394722222222,103.38312944444401,Morning,1,1,2015,10,43,20,1,2015-10,11508557.326370595,65834.92834660417,2015-10-20,#fdbf6f,6
242,2015-10-20,South East Asia,Indonesia,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,1.09282888888889,103.384051388889,Unknown,1,0,2015,10,43,20,1,2015-10,11508659.956756752,121660.53228096703,2015-10-20,#1f78b4,6
241,2015-10-20,Americas,Colombia,"Failed attack, robbery",Product tanker,0,Anchorage,10.32,-74.48,Night,1,0,2015,10,43,20,1,2015-10,-8291075.6742830165,1155079.753221963,2015-10-20,#1f78b4,0
239,2015-10-21,South East Asia,Indonesia,Theft at sea,Product tanker,0,Off shore,1.11834722222222,103.765635,Night,1,1,2015,10,43,21,2,2015-10,11551137.650040686,124501.74911203836,2015-10-21,#fdbf6f,6
237,2015-10-22,South East Asia,Indonesia,"Failed attack, robbery",Chemical tanker,0,Anchorage,3.88333333333333,98.7833333333333,Night,1,0,2015,10,43,22,3,2015-10,10996510.36552887,432622.0399100205,2015-10-22,#1f78b4,6
236,2015-10-22,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.11333333333333,103.53333333333299,Night,1,1,2015,10,43,22,3,2015-10,11525277.946796885,123943.49969105852,2015-10-22,#fdbf6f,6
235,2015-10-22,South East Asia,Vietnam,"Failed attack, robbery",Bulk carrier,0,Anchorage,20.6916666666667,107.223333333333,Evening,1,0,2015,10,43,22,3,2015-10,11936046.867824066,2355150.8770958744,2015-10-22,#1f78b4,6
238,2015-10-22,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.09770861111111,103.47877111111099,Night,1,0,2015,10,43,22,3,2015-10,11519204.108002583,122203.83973967507,2015-10-22,#1f78b4,6
234,2015-10-24,West Africa,Liberia,Theft at anchorage,Bulk carrier,0,Anchorage,6.33333333333333,-9.15,Morning,1,1,2015,10,43,24,5,2015-10,-1018573.3407584531,706463.5694979816,2015-10-24,#fdbf6f,7
233,2015-10-24,North East Asia,South Korea,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,37.45000472222221,125.28259277777799,Afternoon,1,0,2015,10,43,24,5,2015-10,13946394.4332833,4502018.644873347,2015-10-24,#1f78b4,4
232,2015-10-25,West Africa,Cameroon,Suspicious activity at sea,Other,0,Off shore,4.35,8.4,Evening,1,0,2015,10,43,25,6,2015-10,935083.722663498,484705.6594041484,2015-10-25,#1f78b4,7
231,2015-10-26,East Africa,Somalia,Other maritime risk,Merchant vessel,0,Off shore,11.784166666666698,63.0,Morning,1,1,2015,10,44,26,0,2015-10,7013127.919976234,1321154.9569270192,2015-10-26,#fdbf6f,1
